GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,NAME_M,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011
G2601630573100,2013-2017,,,Michigan,26,Wayne County,163,,,573100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5731, Wayne County, Michigan",1500,827,673,53,12,0,30,11,0,0,0,673,47,105,116,82,40,11,11,72,123,66,"Census Tract 5731, Wayne County, Michigan",60,110,105,54,22,10,47,16,10,10,10,105,58,62,56,66,43,16,16,54,64,50
G2601630573300,2013-2017,,,Michigan,26,Wayne County,163,,,573300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5733, Wayne County, Michigan",996,544,452,66,0,23,0,0,0,0,43,452,0,16,41,24,23,8,0,37,246,57,"Census Tract 5733, Wayne County, Michigan",64,96,89,58,10,35,10,10,10,10,48,89,10,25,42,37,30,14,10,36,81,39
G2601630573400,2013-2017,,,Michigan,26,Wayne County,163,,,573400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5734, Wayne County, Michigan",998,692,306,147,23,0,37,21,0,0,66,306,19,14,6,29,0,0,27,52,133,26,"Census Tract 5734, Wayne County, Michigan",82,84,81,90,39,10,45,34,10,10,58,81,30,15,10,33,10,10,36,42,58,21
G2601630573500,2013-2017,,,Michigan,26,Wayne County,163,,,573500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5735, Wayne County, Michigan",1033,294,739,71,7,0,0,0,0,0,64,739,14,14,48,48,96,137,65,62,188,67,"Census Tract 5735, Wayne County, Michigan",62,53,83,59,12,10,10,10,10,10,57,83,16,23,47,40,65,61,61,48,71,51
G2601630573600,2013-2017,,,Michigan,26,Wayne County,163,,,573600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5736, Wayne County, Michigan",1762,877,885,246,49,0,8,27,0,0,162,885,0,6,38,58,112,87,47,95,278,164,"Census Tract 5736, Wayne County, Michigan",89,127,125,87,34,14,12,34,14,14,82,125,14,10,32,38,62,43,40,62,93,78
G2601630573701,2013-2017,,,Michigan,26,Wayne County,163,,,573701,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5737.01, Wayne County, Michigan",495,341,154,28,0,14,0,0,0,0,14,154,0,4,16,14,0,0,3,19,89,9,"Census Tract 5737.01, Wayne County, Michigan",32,53,49,29,10,23,10,10,10,10,20,49,10,7,13,22,10,10,5,24,42,11
G2601630573702,2013-2017,,,Michigan,26,Wayne County,163,,,573702,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5737.02, Wayne County, Michigan",1650,863,787,92,0,21,0,0,0,0,71,787,0,14,15,32,0,39,77,6,504,100,"Census Tract 5737.02, Wayne County, Michigan",64,132,125,61,14,33,14,14,14,14,62,125,14,14,16,39,14,35,59,9,111,72
G2601630573800,2013-2017,,,Michigan,26,Wayne County,163,,,573800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5738, Wayne County, Michigan",1191,726,465,160,64,0,28,30,0,0,38,465,7,6,25,39,38,25,8,32,254,31,"Census Tract 5738, Wayne County, Michigan",91,85,107,91,59,10,37,46,10,10,41,107,11,9,27,44,33,35,14,28,84,30
G2601630573900,2013-2017,,,Michigan,26,Wayne County,163,,,573900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5739, Wayne County, Michigan",1261,782,479,227,0,0,26,23,0,0,178,479,16,24,20,0,16,0,18,62,243,80,"Census Tract 5739, Wayne County, Michigan",95,121,109,93,14,14,42,34,14,14,79,109,19,23,22,14,25,14,19,36,83,42
G2601630574000,2013-2017,,,Michigan,26,Wayne County,163,,,574000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5740, Wayne County, Michigan",1481,743,738,189,17,0,18,19,7,0,128,738,8,25,29,39,67,31,60,24,300,155,"Census Tract 5740, Wayne County, Michigan",99,120,129,72,27,14,28,29,11,14,69,129,14,27,25,33,43,31,41,24,106,66
G2601630574100,2013-2017,,,Michigan,26,Wayne County,163,,,574100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5741, Wayne County, Michigan",1193,690,503,154,0,51,0,27,0,0,76,503,25,52,63,45,33,16,21,10,217,21,"Census Tract 5741, Wayne County, Michigan",77,108,106,86,10,57,10,43,10,10,63,106,41,51,57,37,40,18,23,16,83,25
G2601630574202,2013-2017,,,Michigan,26,Wayne County,163,,,574202,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5742.02, Wayne County, Michigan",1206,530,676,266,190,25,9,0,33,0,9,676,40,58,116,6,61,31,51,146,145,22,"Census Tract 5742.02, Wayne County, Michigan",97,81,93,99,87,39,13,10,39,10,14,93,48,42,57,12,55,24,34,63,56,25
G2601630574300,2013-2017,,,Michigan,26,Wayne County,163,,,574300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5743, Wayne County, Michigan",1076,635,441,164,74,51,6,0,0,0,33,441,5,61,79,60,31,11,90,8,81,15,"Census Tract 5743, Wayne County, Michigan",87,105,115,96,67,67,11,10,10,10,43,115,10,43,53,44,25,20,81,16,56,18
G2601630574600,2013-2017,,,Michigan,26,Wayne County,163,,,574600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5746, Wayne County, Michigan",1763,1485,278,89,0,0,61,28,0,0,0,278,21,20,43,18,38,24,0,29,55,30,"Census Tract 5746, Wayne County, Michigan",62,88,85,71,10,10,61,43,10,10,10,85,36,15,44,20,27,23,10,36,38,30
G2601630574700,2013-2017,,,Michigan,26,Wayne County,163,,,574700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5747, Wayne County, Michigan",1597,1406,191,32,0,0,0,0,0,0,32,191,0,34,14,22,12,10,7,9,83,0,"Census Tract 5747, Wayne County, Michigan",53,96,76,40,10,10,10,10,10,10,40,76,10,30,20,22,18,15,11,14,59,10
G2601630574800,2013-2017,,,Michigan,26,Wayne County,163,,,574800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5748, Wayne County, Michigan",1433,1405,28,80,0,0,0,0,24,0,56,28,10,8,0,0,0,0,0,0,10,0,"Census Tract 5748, Wayne County, Michigan",59,63,25,56,10,10,10,10,25,10,54,25,16,14,10,10,10,10,10,10,15,10
G2601630574900,2013-2017,,,Michigan,26,Wayne County,163,,,574900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5749, Wayne County, Michigan",957,543,414,107,18,0,58,0,7,0,24,414,0,25,33,87,41,55,32,12,129,0,"Census Tract 5749, Wayne County, Michigan",66,67,74,56,29,10,40,10,11,10,20,74,10,41,24,70,27,59,38,14,64,10
G2601630575000,2013-2017,,,Michigan,26,Wayne County,163,,,575000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5750, Wayne County, Michigan",1864,1164,700,237,0,0,43,46,0,0,148,700,0,60,158,80,96,84,16,28,112,66,"Census Tract 5750, Wayne County, Michigan",117,135,147,127,10,10,69,72,10,10,119,147,10,45,113,66,83,72,26,31,58,54
G2601630575100,2013-2017,,,Michigan,26,Wayne County,163,,,575100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5751, Wayne County, Michigan",972,625,347,133,0,0,28,18,0,0,87,347,22,11,42,24,24,59,10,50,76,29,"Census Tract 5751, Wayne County, Michigan",77,93,86,84,10,10,42,29,10,10,68,86,23,15,28,22,21,54,16,40,49,26
G2601630575200,2013-2017,,,Michigan,26,Wayne County,163,,,575200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5752, Wayne County, Michigan",1576,1110,466,117,28,0,27,0,11,0,51,466,0,60,83,66,82,71,24,28,33,19,"Census Tract 5752, Wayne County, Michigan",76,102,79,74,43,10,44,10,17,10,55,79,10,38,52,42,52,59,31,42,23,20
G2601630575300,2013-2017,,,Michigan,26,Wayne County,163,,,575300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5753, Wayne County, Michigan",1341,1085,256,53,0,0,10,0,0,0,43,256,17,20,24,44,8,0,15,44,64,20,"Census Tract 5753, Wayne County, Michigan",70,112,94,44,10,10,17,10,10,10,42,94,18,21,25,50,14,10,17,52,54,21
G2601630575400,2013-2017,,,Michigan,26,Wayne County,163,,,575400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5754, Wayne County, Michigan",1217,1016,201,151,10,25,0,27,0,0,89,201,0,41,32,24,15,0,24,8,17,40,"Census Tract 5754, Wayne County, Michigan",74,86,67,83,16,40,10,42,10,10,73,67,10,37,29,25,17,10,21,13,19,47
G2601630575500,2013-2017,,,Michigan,26,Wayne County,163,,,575500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5755, Wayne County, Michigan",1432,1250,182,134,0,0,57,0,0,0,77,182,0,26,34,53,9,17,8,0,14,21,"Census Tract 5755, Wayne County, Michigan",78,97,70,79,10,10,53,10,10,10,60,70,10,34,41,42,14,19,13,10,17,23
G2601630575600,2013-2017,,,Michigan,26,Wayne County,163,,,575600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5756, Wayne County, Michigan",569,475,94,103,0,0,0,14,0,0,89,94,0,14,5,9,9,4,5,0,23,25,"Census Tract 5756, Wayne County, Michigan",40,50,31,41,10,10,10,21,10,10,42,31,10,13,7,10,9,6,7,10,22,17
G2601630576000,2013-2017,,,Michigan,26,Wayne County,163,,,576000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5760, Wayne County, Michigan",749,573,176,43,29,0,0,9,0,0,5,176,16,36,0,20,0,13,17,35,34,5,"Census Tract 5760, Wayne County, Michigan",38,55,52,33,30,10,10,12,10,10,8,52,15,30,10,22,10,15,18,31,30,8
G2601630576100,2013-2017,,,Michigan,26,Wayne County,163,,,576100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5761, Wayne County, Michigan",2336,1870,466,202,16,47,34,0,0,0,105,466,47,45,35,35,99,0,0,13,149,43,"Census Tract 5761, Wayne County, Michigan",104,173,148,116,26,71,55,14,14,14,88,148,54,49,39,56,83,14,14,22,86,48
G2601630576200,2013-2017,,,Michigan,26,Wayne County,163,,,576200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5762, Wayne County, Michigan",983,878,105,121,7,0,22,0,0,0,92,105,0,0,32,12,22,25,0,8,6,0,"Census Tract 5762, Wayne County, Michigan",61,75,63,62,10,10,33,10,10,10,60,63,10,10,36,19,33,29,10,13,12,10
G2601630576300,2013-2017,,,Michigan,26,Wayne County,163,,,576300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5763, Wayne County, Michigan",938,739,199,0,0,0,0,0,0,0,0,199,9,40,50,22,6,12,7,6,32,15,"Census Tract 5763, Wayne County, Michigan",35,55,54,10,10,10,10,10,10,10,10,54,13,27,33,18,9,13,11,8,32,14
G2601630576400,2013-2017,,,Michigan,26,Wayne County,163,,,576400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5764, Wayne County, Michigan",1432,1258,174,54,0,0,0,7,0,0,47,174,9,14,23,7,33,13,13,17,38,7,"Census Tract 5764, Wayne County, Michigan",63,74,54,41,10,10,10,11,10,10,40,54,14,20,28,11,24,15,14,20,28,11
G2601630576500,2013-2017,,,Michigan,26,Wayne County,163,,,576500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5765, Wayne County, Michigan",1482,1365,117,56,0,0,0,0,0,0,56,117,14,18,34,21,0,8,8,0,9,5,"Census Tract 5765, Wayne County, Michigan",74,102,69,59,10,10,10,10,10,10,59,69,21,28,44,28,10,13,12,10,15,8
G2601630576600,2013-2017,,,Michigan,26,Wayne County,163,,,576600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5766, Wayne County, Michigan",1587,1297,290,102,0,0,10,31,33,0,28,290,28,0,79,22,51,32,36,0,18,24,"Census Tract 5766, Wayne County, Michigan",92,110,79,63,10,10,16,49,53,10,44,79,45,10,53,26,52,46,38,10,20,22
G2601630576700,2013-2017,,,Michigan,26,Wayne County,163,,,576700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5767, Wayne County, Michigan",1421,1264,157,82,0,0,0,0,0,0,82,157,0,9,58,9,0,19,0,6,38,18,"Census Tract 5767, Wayne County, Michigan",65,79,67,68,10,10,10,10,10,10,68,67,10,14,44,15,10,20,10,10,44,19
G2601630577000,2013-2017,,,Michigan,26,Wayne County,163,,,577000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5770, Wayne County, Michigan",1743,709,1034,111,0,0,0,0,0,0,111,1034,0,66,26,56,135,106,81,115,344,105,"Census Tract 5770, Wayne County, Michigan",87,127,137,89,10,10,10,10,10,10,89,137,10,61,26,41,83,72,55,72,110,71
G2601630577100,2013-2017,,,Michigan,26,Wayne County,163,,,577100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5771, Wayne County, Michigan",943,536,407,256,0,0,39,0,0,0,217,407,0,48,16,42,0,22,0,0,232,47,"Census Tract 5771, Wayne County, Michigan",99,113,112,110,10,10,47,10,10,10,101,112,10,53,17,38,10,24,10,10,95,62
G2601630577200,2013-2017,,,Michigan,26,Wayne County,163,,,577200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5772, Wayne County, Michigan",1156,784,372,139,0,0,21,0,15,0,103,372,7,38,26,51,12,18,63,41,96,20,"Census Tract 5772, Wayne County, Michigan",78,105,105,65,10,10,32,10,23,10,60,105,12,57,30,59,19,19,46,41,70,23
G2601630577300,2013-2017,,,Michigan,26,Wayne County,163,,,577300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5773, Wayne County, Michigan",1253,841,412,30,0,0,0,0,0,0,30,412,0,10,27,63,29,24,57,40,155,7,"Census Tract 5773, Wayne County, Michigan",56,103,107,46,10,10,10,10,10,10,46,107,10,19,33,65,30,28,59,34,79,12
G2601630577400,2013-2017,,,Michigan,26,Wayne County,163,,,577400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5774, Wayne County, Michigan",1310,962,348,119,0,22,0,45,0,0,52,348,23,0,39,44,19,46,60,25,77,15,"Census Tract 5774, Wayne County, Michigan",79,92,84,74,10,34,10,51,10,10,52,84,36,10,32,42,23,53,49,30,49,17
G2601630577500,2013-2017,,,Michigan,26,Wayne County,163,,,577500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5775, Wayne County, Michigan",1273,936,337,115,27,0,9,0,0,0,79,337,0,86,20,0,11,13,31,7,149,20,"Census Tract 5775, Wayne County, Michigan",82,130,107,83,43,10,15,10,10,10,74,107,10,68,26,10,17,21,33,13,100,22
G2601630577600,2013-2017,,,Michigan,26,Wayne County,163,,,577600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5776, Wayne County, Michigan",1443,1172,271,65,0,0,0,0,0,0,65,271,0,0,27,61,9,39,8,42,60,25,"Census Tract 5776, Wayne County, Michigan",71,127,101,63,10,10,10,10,10,10,63,101,10,10,26,50,14,43,14,46,51,24
G2601630577700,2013-2017,,,Michigan,26,Wayne County,163,,,577700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5777, Wayne County, Michigan",864,758,106,91,12,0,12,12,16,0,39,106,5,6,23,16,23,0,16,5,0,12,"Census Tract 5777, Wayne County, Michigan",46,50,39,39,19,10,18,18,22,10,29,39,8,8,19,19,18,10,20,8,10,13
G2601630577800,2013-2017,,,Michigan,26,Wayne County,163,,,577800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5778, Wayne County, Michigan",1791,1594,197,241,0,48,21,23,0,0,149,197,0,20,11,23,14,7,0,28,76,18,"Census Tract 5778, Wayne County, Michigan",105,120,81,97,10,51,33,33,10,10,79,81,10,23,16,32,23,10,10,24,68,21
G2601630577900,2013-2017,,,Michigan,26,Wayne County,163,,,577900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5779, Wayne County, Michigan",1617,1056,561,146,28,0,7,0,0,0,111,561,0,28,79,30,48,39,41,8,223,65,"Census Tract 5779, Wayne County, Michigan",96,127,119,90,36,10,12,10,10,10,80,119,10,43,63,35,46,52,46,13,104,53
G2601630578000,2013-2017,,,Michigan,26,Wayne County,163,,,578000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5780, Wayne County, Michigan",1015,520,495,145,50,46,0,0,10,0,39,495,8,78,41,83,67,0,15,33,125,45,"Census Tract 5780, Wayne County, Michigan",70,74,93,75,52,52,10,10,16,10,42,93,13,57,45,59,58,10,16,27,55,53
G2601630578500,2013-2017,,,Michigan,26,Wayne County,163,,,578500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5785, Wayne County, Michigan",1790,1176,614,153,67,39,0,0,0,0,47,614,0,72,46,128,66,27,32,42,175,26,"Census Tract 5785, Wayne County, Michigan",142,184,146,139,101,61,14,14,14,14,70,146,14,89,46,93,62,30,41,51,102,32
G2601630578600,2013-2017,,,Michigan,26,Wayne County,163,,,578600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5786, Wayne County, Michigan",1979,1000,979,201,95,0,0,44,0,0,62,979,11,69,32,173,92,110,140,101,195,56,"Census Tract 5786, Wayne County, Michigan",163,153,169,149,128,14,14,71,14,14,79,169,18,62,37,116,57,80,113,89,110,50
G2601630579100,2013-2017,,,Michigan,26,Wayne County,163,,,579100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5791, Wayne County, Michigan",712,405,307,321,54,15,16,30,0,0,206,307,25,14,18,28,32,8,20,13,116,33,"Census Tract 5791, Wayne County, Michigan",92,82,74,76,38,24,25,34,10,10,74,74,29,17,22,32,37,12,22,13,57,21
G2601630579200,2013-2017,,,Michigan,26,Wayne County,163,,,579200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5792, Wayne County, Michigan",1148,774,374,460,68,0,35,74,0,0,283,374,24,33,55,16,0,21,14,52,119,40,"Census Tract 5792, Wayne County, Michigan",113,115,103,109,51,10,38,69,10,10,103,103,22,41,40,19,10,31,23,49,72,32
G2601630579300,2013-2017,,,Michigan,26,Wayne County,163,,,579300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5793, Wayne County, Michigan",961,419,542,193,47,0,7,11,0,0,128,542,11,21,7,63,72,68,6,36,172,86,"Census Tract 5793, Wayne County, Michigan",93,112,111,97,74,10,15,18,10,10,60,111,19,26,18,60,77,58,12,49,96,75
G2601630579500,2013-2017,,,Michigan,26,Wayne County,163,,,579500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5795, Wayne County, Michigan",651,215,436,206,18,0,0,61,13,0,114,436,0,9,50,22,56,0,37,49,204,9,"Census Tract 5795, Wayne County, Michigan",81,62,79,72,28,10,10,43,21,10,57,79,10,16,43,27,48,10,26,48,75,16
G2601630579600,2013-2017,,,Michigan,26,Wayne County,163,,,579600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5796, Wayne County, Michigan",1189,780,409,258,63,0,0,28,0,0,167,409,22,63,41,9,49,11,49,36,119,10,"Census Tract 5796, Wayne County, Michigan",116,111,136,116,69,10,10,47,10,10,89,136,24,69,59,15,63,17,48,57,102,15
G2601630579700,2013-2017,,,Michigan,26,Wayne County,163,,,579700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5797, Wayne County, Michigan",1274,813,461,260,26,8,0,56,10,0,160,461,0,21,60,0,11,0,16,54,232,67,"Census Tract 5797, Wayne County, Michigan",134,116,124,106,40,13,10,59,16,10,89,124,10,26,41,10,18,10,20,36,109,70
G2601630579800,2013-2017,,,Michigan,26,Wayne County,163,,,579800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5798, Wayne County, Michigan",582,253,329,248,0,0,20,22,0,0,206,329,0,23,62,42,34,10,0,8,125,25,"Census Tract 5798, Wayne County, Michigan",91,67,77,81,10,10,32,34,10,10,77,77,10,28,56,43,34,17,10,11,64,25
G2601630579900,2013-2017,,,Michigan,26,Wayne County,163,,,579900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5799, Wayne County, Michigan",1751,1097,654,243,121,0,0,0,0,0,122,654,39,71,51,27,38,35,17,33,187,156,"Census Tract 5799, Wayne County, Michigan",118,91,108,133,93,10,10,10,10,10,86,108,48,53,35,22,30,28,20,26,84,85
G2601630580100,2013-2017,,,Michigan,26,Wayne County,163,,,580100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5801, Wayne County, Michigan",805,504,301,136,22,18,0,0,0,0,96,301,0,5,7,73,52,10,28,22,86,18,"Census Tract 5801, Wayne County, Michigan",74,70,83,62,27,29,10,10,10,10,48,83,10,8,11,40,39,12,35,17,51,24
G2601630580200,2013-2017,,,Michigan,26,Wayne County,163,,,580200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5802, Wayne County, Michigan",1190,925,265,117,0,0,72,0,0,0,45,265,0,23,6,16,10,37,45,29,99,0,"Census Tract 5802, Wayne County, Michigan",79,99,84,71,10,10,63,10,10,10,54,84,10,26,12,19,16,58,42,31,72,10
G2601630580300,2013-2017,,,Michigan,26,Wayne County,163,,,580300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5803, Wayne County, Michigan",1165,963,202,64,10,0,37,0,0,0,17,202,0,10,47,19,11,11,0,48,21,35,"Census Tract 5803, Wayne County, Michigan",73,75,77,51,16,10,45,10,10,10,19,77,10,15,45,21,16,16,10,50,26,45
G2601630580400,2013-2017,,,Michigan,26,Wayne County,163,,,580400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5804, Wayne County, Michigan",1130,1041,89,65,0,0,6,35,0,0,24,89,9,13,20,33,5,0,0,9,0,0,"Census Tract 5804, Wayne County, Michigan",67,67,40,55,10,10,11,40,10,10,39,40,14,15,21,25,8,10,10,14,10,10
G2601630580500,2013-2017,,,Michigan,26,Wayne County,163,,,580500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5805, Wayne County, Michigan",1268,1114,154,141,0,30,11,29,23,0,48,154,0,30,32,44,0,26,0,0,14,8,"Census Tract 5805, Wayne County, Michigan",96,114,76,90,10,45,17,44,35,10,51,76,10,45,29,41,10,23,10,10,18,14
G2601630580600,2013-2017,,,Michigan,26,Wayne County,163,,,580600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5806, Wayne County, Michigan",1275,884,391,175,0,0,33,24,58,0,60,391,11,57,17,45,10,70,19,23,111,28,"Census Tract 5806, Wayne County, Michigan",95,99,92,91,10,10,42,34,62,10,58,92,17,38,19,46,17,67,24,25,60,25
G2601630580700,2013-2017,,,Michigan,26,Wayne County,163,,,580700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5807, Wayne County, Michigan",1895,808,1087,178,28,0,24,0,31,0,95,1087,8,75,153,124,149,40,62,116,267,93,"Census Tract 5807, Wayne County, Michigan",99,114,154,86,39,10,38,10,40,10,67,154,12,53,67,54,70,50,37,68,105,77
G2601630580800,2013-2017,,,Michigan,26,Wayne County,163,,,580800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5808, Wayne County, Michigan",642,420,222,76,0,0,6,0,0,0,70,222,26,25,34,22,5,0,14,22,68,6,"Census Tract 5808, Wayne County, Michigan",52,59,60,43,10,10,10,10,10,10,39,60,25,17,27,19,9,10,17,20,38,10
G2601630580900,2013-2017,,,Michigan,26,Wayne County,163,,,580900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5809, Wayne County, Michigan",1743,1410,333,100,45,9,0,0,0,0,46,333,46,0,63,45,36,10,0,15,89,29,"Census Tract 5809, Wayne County, Michigan",81,116,93,80,34,15,10,10,10,10,70,93,53,10,69,37,56,17,10,23,59,31
G2601630581100,2013-2017,,,Michigan,26,Wayne County,163,,,581100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5811, Wayne County, Michigan",1670,945,725,65,31,34,0,0,0,0,0,725,11,49,134,106,66,54,70,112,96,27,"Census Tract 5811, Wayne County, Michigan",79,105,101,70,49,53,10,10,10,10,10,101,17,36,77,59,63,44,49,85,62,25
G2601630581200,2013-2017,,,Michigan,26,Wayne County,163,,,581200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5812, Wayne County, Michigan",1717,916,801,158,0,83,0,0,0,0,75,801,17,152,108,50,177,70,30,42,131,24,"Census Tract 5812, Wayne County, Michigan",100,95,109,91,10,72,10,10,10,10,65,109,18,78,62,33,64,36,35,47,60,22
G2601630581500,2013-2017,,,Michigan,26,Wayne County,163,,,581500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5815, Wayne County, Michigan",974,834,140,32,0,26,0,0,0,0,6,140,0,8,46,0,8,21,3,7,28,19,"Census Tract 5815, Wayne County, Michigan",46,64,46,40,10,36,10,10,10,10,10,46,10,13,40,10,10,17,4,11,30,16
G2601630581600,2013-2017,,,Michigan,26,Wayne County,163,,,581600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5816, Wayne County, Michigan",2554,1352,1202,171,16,0,140,0,0,0,15,1202,14,154,158,225,173,68,142,69,156,43,"Census Tract 5816, Wayne County, Michigan",133,128,156,124,27,14,121,14,14,14,23,156,24,108,90,115,90,85,106,87,103,44
G2601630581800,2013-2017,,,Michigan,26,Wayne County,163,,,581800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5818, Wayne County, Michigan",1040,828,212,77,0,0,23,0,0,0,54,212,0,7,25,17,0,57,7,0,93,6,"Census Tract 5818, Wayne County, Michigan",63,84,75,55,10,10,34,10,10,10,46,75,10,10,24,20,10,40,11,10,64,10
G2601630581900,2013-2017,,,Michigan,26,Wayne County,163,,,581900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5819, Wayne County, Michigan",1695,1477,218,247,29,0,11,29,0,0,178,218,0,0,47,55,0,0,39,26,40,11,"Census Tract 5819, Wayne County, Michigan",104,126,80,109,42,10,18,34,10,10,95,80,10,10,52,50,10,10,42,30,37,16
G2601630582000,2013-2017,,,Michigan,26,Wayne County,163,,,582000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5820, Wayne County, Michigan",1529,464,1065,70,48,0,0,0,22,0,0,1065,42,133,190,117,97,113,63,90,151,69,"Census Tract 5820, Wayne County, Michigan",85,77,100,66,59,10,10,10,36,10,10,100,31,78,92,65,52,56,59,55,76,40
G2601630582100,2013-2017,,,Michigan,26,Wayne County,163,,,582100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5821, Wayne County, Michigan",1471,1240,231,179,0,0,0,20,81,0,78,231,27,9,63,19,18,32,8,29,17,9,"Census Tract 5821, Wayne County, Michigan",85,92,71,81,10,10,10,29,68,10,64,71,39,16,44,23,20,34,14,45,18,14
